ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,PURCHASE COUNTRY,COLLECTION_DATE,INVESTIGATION TYPE
4440,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Mercury,0.023,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4441,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4442,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Lead,5.5,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4443,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Mercury,0.12,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4444,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Arsenic,38,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4445,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Lead,6.7,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4446,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Mercury,0.019,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4447,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4448,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Lead,3500,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4449,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Mercury,-1,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4450,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Arsenic,4.5,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4451,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Lead,52,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4452,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Mercury,0.058,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4453,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Arsenic,3.9,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4454,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Lead,1.5,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4455,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy,Mercury,0.13,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/02/2019 00:00,A
4456,Dietary Supplement/Medications/Remedy,MPs Cod,Lead,-1,ppm,Jiangsu Zodiac Pharmaceuticals CO,CHINA,GUYANA,10/02/2019 00:00,C
4457,Food-Spice,Curry,Lead,0.27,ppm,UNKNOWN OR NOT STATED,GUYANA,GUYANA,10/02/2019 00:00,C
4458,Food-Spice,All Natural Sugar Cane,Lead,-1,ppm,UNKNOWN OR NOT STATED,GUYANA,GUYANA,10/02/2019 00:00,C
4459,Food-Spice,House of Spices Turmeric,Lead,920,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/04/2019 00:00,C
4460,Food-Spice,Coriander,Lead,0.82,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/04/2019 00:00,C
4461,Food-Spice,Chili,Lead,1.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/04/2019 00:00,C
4462,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/04/2019 00:00,C
4463,Food-Spice,Coriander,Lead,0.24,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/04/2019 00:00,C
4464,Food-Spice,Asafoetida Powder,Lead,-1,ppm,LaLJee GODHOO & CO,INDIA,INDIA,10/04/2019 00:00,C
4465,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,10/04/2019 00:00,C
4466,Food-Spice,Coriander,Lead,0.26,ppm,UNKNOWN OR NOT STATED,INDIA,INDIA,10/04/2019 00:00,C
4467,Cosmetics,Fair and Lovely,Lead,-1,ppm,Hindustan Unilever LTD.,INDIA,UNITED STATES,10/07/2019 00:00,C
4468,Cosmetics,Kala Kola hair tonic,Lead,6400,ppm,United Trading and Manufacturing (Pvt.) Ltd.,PAKISTAN,PAKISTAN,10/07/2019 00:00,C
4469,Cosmetics,Kala Kola hair tonic,Mercury,-1,ppm,United Trading and Manufacturing (Pvt.) Ltd.,PAKISTAN,PAKISTAN,10/07/2019 00:00,C
4470,Cosmetics,Perfumed Talc - medora of london,Lead,2.2,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/07/2019 00:00,C
4471,Food-Spice,Chili Powder,Lead,80,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,PAKISTAN,10/10/2019 00:00,C
4472,Food-Spice,Chili Powder,Lead,27,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/11/2019 00:00,C
4473,Food-Spice,Turmeric powder,Lead,150,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/11/2019 00:00,C
4474,Food-Candy,Coffee From Yemen,Lead,0.27,ppm,UNKNOWN OR NOT STATED,YEMEN,YEMEN,10/11/2019 00:00,C
4475,Food-Spice,Gelatina Royal Sabor a Fresa,Lead,-1,ppm,Mondelez Ecuador C. LTDA,ECUADOR,UNITED STATES,10/11/2019 00:00,C
4476,Food-Spice,Black cardamom,Lead,0.37,ppm,UNKNOWN OR NOT STATED,BANGLADESH,UNITED STATES,10/11/2019 00:00,C
4477,Food-Spice,Turmeric,Lead,4.2,ppm,UNKNOWN OR NOT STATED,BANGLADESH,UNITED STATES,10/11/2019 00:00,C
4478,Food-Spice,Iodized salt,Lead,2.3,ppm,UNKNOWN OR NOT STATED,BANGLADESH,UNITED STATES,10/11/2019 00:00,C
4479,Food-Spice,Chilli powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,UNITED STATES,10/11/2019 00:00,C
4480,Food-Spice,Black pepper,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/11/2019 00:00,C
4481,Food-Spice,Sugar,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/11/2019 00:00,C
4482,Food Other,Green cardamom,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/11/2019 00:00,C
4483,Food-Candy,Puffed Rice,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/11/2019 00:00,C
4484,Food-Spice,Chilli powder,Lead,-1,ppm,Square Food and Beverage LLC,BANGLADESH,UNITED STATES,10/11/2019 00:00,C
4485,Dietary Supplement/Medications/Remedy,Mustard oil,Lead,-1,MG/L,Square Food and Beverage LTD,BANGLADESH,BANGLADESH,10/11/2019 00:00,C
4486,Toys/Children's Products,Painted plastic toy,Lead,40,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/15/2019 12:00:00 AM,C
4487,Toys/Children's Products,Painted plastic toy,Lead,9.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/15/2019 12:00:00 AM,C
4488,Toys/Children's Products,Painted plastic toy,Lead,8.3,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/15/2019 12:00:00 AM,C
4489,Food-Spice,Curry Powder,Lead,-1,ppm,BETAPAC LIMITED,JAMAICA,UNITED STATES,10/16/2019 12:00:00 AM,C
4490,Cosmetics,Studio Fix Fluid,Lead,-1,MG/L,Make-up Art Cosmetics,CANADA,UNITED STATES,10/16/2019 12:00:00 AM,C
4491,Dietary Supplement/Medications/Remedy,Vitamins,Lead,-1,MG/L,"Med Pharma, S.A.",GUATEMALA,GUATEMALA,10/17/2019 12:00:00 AM,C
4492,Food-Candy,Gummy Candy,Lead,-1,ppm,UNKNOWN OR NOT STATED,ECUADOR,ECUADOR,10/17/2019 12:00:00 AM,C
4493,Food-Spice,Sabor a Fresa,Lead,-1,ppm,UNKNOWN OR NOT STATED,ECUADOR,ECUADOR,10/17/2019 12:00:00 AM,C
4494,Food-Spice,Sabor a mango,Lead,-1,ppm,ERBO Industrias,ECUADOR,ECUADOR,10/17/2019 12:00:00 AM,C
4495,Food Other,Horchata,Lead,-1,ppm,UNKNOWN OR NOT STATED,ECUADOR,ECUADOR,10/17/2019 12:00:00 AM,C
4496,Cosmetics,Beanne Extra Pearl Cream,Mercury,-1,ppm,UNKNOWN OR NOT STATED,TAIWAN - PROVINCE OF CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4497,Cosmetics,San Ing Face Cream,Mercury,-1,ppm,Shun Yih Chemistry Factory,TAIWAN - PROVINCE OF CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4498,Cosmetics,Hada Labo Gokujyun Perfect Brightening Gel,Mercury,-1,ppm,"Rohto Pharmaceutical Co. Ltd.,",JAPAN,UNITED STATES,10/17/2019 12:00:00 AM,S
4499,Tableware/Pottery,Black mini dish with painted flowers,Lead,1.4,MG/CM^2,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4500,Tableware/Pottery,White mini dish wih painted dragons,Lead,1.5,MG/CM^2,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4501,Tableware/Pottery,Mini dish wih inscriptions,Lead,3.5,MG/CM^2,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4502,Dietary Supplement/Medications/Remedy,Lanzhou Traditional Herbs Hsiang Stomach Pill (Concentrated) Dietary Herbal Supplement Xiang Sha Yang Wei Wan,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4503,Dietary Supplement/Medications/Remedy,Lanzhou Traditional Herbs Hsiang Stomach Pill (Concentrated) Dietary Herbal Supplement Xiang Sha Yang Wei Wan,Cadmium,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4504,Dietary Supplement/Medications/Remedy,Lanzhou Traditional Herbs Hsiang Stomach Pill (Concentrated) Dietary Herbal Supplement Xiang Sha Yang Wei Wan,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4505,Dietary Supplement/Medications/Remedy,Lanzhou Traditional Herbs Hsiang Stomach Pill (Concentrated) Dietary Herbal Supplement Xiang Sha Yang Wei Wan,Mercury,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4506,Dietary Supplement/Medications/Remedy,Beijing Pharmaceutical Joint Ligament Pain Buster,Arsenic,-1,ppm,Beijing Pharmaceutical,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4507,Dietary Supplement/Medications/Remedy,Beijing Pharmaceutical Joint Ligament Pain Buster,Cadmium,-1,ppm,Beijing Pharmaceutical,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4508,Dietary Supplement/Medications/Remedy,Beijing Pharmaceutical Joint Ligament Pain Buster,Lead,-1,ppm,Beijing Pharmaceutical,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4509,Dietary Supplement/Medications/Remedy,Beijing Pharmaceutical Joint Ligament Pain Buster,Mercury,0.43,ppm,Beijing Pharmaceutical,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4510,Cosmetics,Ly-Na Pearl Face Cream,Mercury,-1,ppm,"Pous Chemical Ind. Co., Ltd.",TAIWAN - PROVINCE OF CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4511,Cosmetics,Queen Pientzehuang Pearl Cream,Mercury,-1,ppm,Fujian Pien Tze Huang Cosmetics Co. Ltd.,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4512,Cosmetics,KGS Pearl Cream,Mercury,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4513,Tableware/Pottery,Blue mini dish with white paintings,Lead,0.3,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/17/2019 12:00:00 AM,S
4514,Dietary Supplement/Medications/Remedy,Yinchen Wormwood Combo (Li Gan Pian) Herbal Supplement,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4515,Dietary Supplement/Medications/Remedy,Yinchen Wormwood Combo (Li Gan Pian) Herbal Supplement,Cadmium,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4516,Dietary Supplement/Medications/Remedy,Yinchen Wormwood Combo (Li Gan Pian) Herbal Supplement,Lead,2.7,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4517,Dietary Supplement/Medications/Remedy,Yinchen Wormwood Combo (Li Gan Pian) Herbal Supplement,Mercury,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,10/17/2019 12:00:00 AM,S
4518,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/18/2019 12:00:00 AM,C
4519,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/18/2019 12:00:00 AM,C
4520,Food-Spice,Masala,Lead,0.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/18/2019 12:00:00 AM,C
4521,Food-Spice,Turmeric,Lead,0.22,ppm,UNKNOWN OR NOT STATED,NEPAL,NEPAL,10/18/2019 12:00:00 AM,C
4522,Food-Spice,Turmeric,Lead,0.7,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/18/2019 12:00:00 AM,C
4523,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/18/2019 12:00:00 AM,C
4524,Food-Spice,Mixed Seasoning,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/18/2019 12:00:00 AM,C
4525,Cosmetics,Lip Gloss,Lead,0.82,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/18/2019 12:00:00 AM,C
4526,Food-Spice,Red Chilli,Lead,0.35,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/19/2019 12:00:00 AM,C
4527,Food-Spice,Turmeric,Lead,0.71,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/19/2019 12:00:00 AM,C
4528,Food-Candy,Candy ''Barrilete'',Lead,-1,ppm,Super de Alimentos AS.A.,COLOMBIA,ECUADOR,10/21/2019 12:00:00 AM,C
4529,Food-Spice,Chili Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/21/2019 12:00:00 AM,C
4530,Food-Spice,Turmeric,Lead,0.25,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/21/2019 12:00:00 AM,C
4531,Food-Spice,Coriander,Lead,0.78,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/21/2019 12:00:00 AM,C
4532,Other,Sand,Lead,0.84,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/22/2019 12:00:00 AM,C
4533,Other,Soil,Lead,27,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/22/2019 12:00:00 AM,C
4534,Toys/Children's Products,Play- doh,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/22/2019 12:00:00 AM,C
4535,Toys/Children's Products,Strawberry marker,Lead,-1,ppm,DOT-A-DOT ART,UNITED STATES,UNITED STATES,10/22/2019 12:00:00 AM,C
4536,Toys/Children's Products,Puzzle,Lead,0.59,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/22/2019 12:00:00 AM,C
4537,Toys/Children's Products,Toy animal,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/22/2019 12:00:00 AM,C
4538,Toys/Children's Products,Animal shaped toy,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/22/2019 12:00:00 AM,C
4539,Food-Spice,National Pure Chilli Powder,Lead,-1,ppm,National Foods LTD,PAKISTAN,UNITED STATES,10/23/2019 12:00:00 AM,A
4540,Food Other,Chicken Flavored Instant Noodle,Lead,-1,ppm,Master Foods,PAKISTAN,UNITED STATES,10/23/2019 12:00:00 AM,C
4541,Food Other,Snacks,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,PAKISTAN,10/23/2019 12:00:00 AM,C
4542,Food Other,Chocolatto,Lead,-1,ppm,Ismail Industries Limited,PAKISTAN,UNITED STATES,10/23/2019 12:00:00 AM,C
4543,Toys/Children's Products,Plastic toy,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,PAKISTAN,10/23/2019 12:00:00 AM,C
4544,Food-Spice,Black powdered chili,Lead,-1,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/23/2019 12:00:00 AM,C
4545,Toys/Children's Products,Nerf Dart,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/23/2019 12:00:00 AM,C
4546,Tableware/Pottery,Clay cup,Lead,8200,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,MEXICO,10/23/2019 12:00:00 AM,C
4547,Food-Spice,Haldi Powder Delux,Lead,-1,ppm,B.K. Brothers,INDIA,INDIA,10/23/2019 12:00:00 AM,C
4548,Food-Spice,Dhania Jeera Mix Khandela,Lead,-1,ppm,D.K Brothers,INDIA,INDIA,10/23/2019 12:00:00 AM,C
4549,Food-Spice,Cumin Seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/23/2019 12:00:00 AM,C
4550,Food Other,Asafoetida Powder,Lead,-1,ppm,LALJEE GODHOO & CO,INDIA,INDIA,10/23/2019 12:00:00 AM,C
4551,Food Other,Tea,Lead,-1,ppm,UNKNOWN OR NOT STATED,AFGHANISTAN,AFGHANISTAN,10/23/2019 12:00:00 AM,C
4552,Toys/Children's Products,Plastic Car Toy,Lead,5.8,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,10/24/2019 12:00:00 AM,C
4553,Food-Candy,Candy-cake 1,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,CHINA,10/24/2019 12:00:00 AM,C
4554,Food-Candy,HOSDO,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,CHINA,10/24/2019 12:00:00 AM,C
4555,Food-Spice,Red Chili Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,10/26/2019 12:00:00 AM,C
4556,Food-Spice,Coriander,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,10/26/2019 12:00:00 AM,C
4557,Food-Spice,Mixed Spices,Lead,1.6,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,10/26/2019 12:00:00 AM,C
4558,Food-Spice,Cumin,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/26/2019 12:00:00 AM,C
4559,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/26/2019 12:00:00 AM,C
4560,Food Other,Chatt Patta,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,PAKISTAN,10/26/2019 12:00:00 AM,C
4561,Toys/Children's Products,Maraca,Lead,910000,ppm,UNKNOWN OR NOT STATED,MEXICO,MEXICO,10/28/2019 12:00:00 AM,C
4562,Toys/Children's Products,Painted Plastic Toy,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/28/2019 12:00:00 AM,C
4563,Food-Spice,Powdered Red Chili,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/29/2019 12:00:00 AM,C
4564,Food-Spice,Turmeric,Lead,0.23,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/29/2019 12:00:00 AM,C
4565,Food-Spice,Coriander powder,Lead,0.32,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,10/29/2019 12:00:00 AM,C
4566,Food-Spice,Paprika,Lead,-1,ppm,Prima Gourmet Spices,UNITED STATES,UNITED STATES,10/29/2019 12:00:00 AM,C
4567,Food-Spice,West Indian Curry,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/30/2019 12:00:00 AM,C
4568,Food-Spice,Laxmi Brand Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,10/31/2019 12:00:00 AM,S
4569,Food-Spice,Radhuni Turmeric Powder,Lead,-1,ppm,Square Food & Beverage Ltd.,BANGLADESH,UNITED STATES,10/31/2019 12:00:00 AM,S
4570,Food-Spice,Laxmi Brand Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,10/31/2019 12:00:00 AM,S
4571,Food-Spice,Radhuni Turmeric Powder,Lead,-1,ppm,Square Food & Beverage,BANGLADESH,UNITED STATES,10/31/2019 12:00:00 AM,S
4572,Food-Spice,Laxmi Brand Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,10/31/2019 12:00:00 AM,S
4573,Food-Spice,Radhuni Turmeric Powder,Lead,-1,ppm,Square Food & Beverage,BANGLADESH,UNITED STATES,10/31/2019 12:00:00 AM,S
4574,Food-Spice,Laxmi Brand Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,10/31/2019 12:00:00 AM,S
4575,Food-Spice,Radhuni Turmeric Powder,Lead,-1,ppm,Square Food & Beverage,BANGLADESH,UNITED STATES,10/31/2019 12:00:00 AM,S
4576,Food-Spice,Laxmi Brand Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,10/31/2019 12:00:00 AM,S
4577,Other,Tobacco or Mu‘assel,Lead,-1,ppm,UNKNOWN OR NOT STATED,LEBANON,LEBANON,11/01/2019 00:00,A
4578,Other,Charcoal,Lead,3.8,ppm,UNKNOWN OR NOT STATED,LEBANON,LEBANON,11/01/2019 00:00,A
4579,Food-Candy,Japanese Green Tea Cookie balls,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAPAN,JAPAN,11/01/2019 00:00,C
4580,Cosmetics,Sheep Placenta Essence Whitening Cream,Mercury,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,11/01/2019 00:00,S
4581,Food-Spice,Turmeric powder,Lead,1.3,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,11/02/2019 00:00,C
4582,Food-Spice,Chili powder,Lead,0.34,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,11/02/2019 00:00,C
4583,Food-Spice,Garam masala seasoning,Lead,0.67,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,11/02/2019 00:00,C
4584,Food-Spice,dried cumin seed,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,11/02/2019 00:00,C
4585,Food-Spice,Cardamom,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,11/06/2019 00:00,C
4586,Food-Spice,Star anise,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,11/06/2019 00:00,C
4587,Food-Spice,Five Spice Powder,Lead,0.75,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,11/06/2019 00:00,C
4588,Food-Spice,Curry Bombay,Lead,0.28,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,11/06/2019 00:00,C
4589,Food-Spice,Chicken Base,Lead,-1,ppm,UNKNOWN OR NOT STATED,MOROCCO,MOROCCO,11/06/2019 00:00,C
4590,Food-Spice,Safran,Lead,-1,ppm,knorr,MOROCCO,MOROCCO,11/06/2019 00:00,C
4591,Food-Spice,Black pepper,Lead,0.41,ppm,UNKNOWN OR NOT STATED,MOROCCO,MOROCCO,11/06/2019 00:00,C
4592,Food-Spice,Paprika,Lead,0.32,ppm,UNKNOWN OR NOT STATED,MOROCCO,MOROCCO,11/06/2019 00:00,C
4593,Food-Spice,Cumin Powder,Lead,0.54,ppm,UNKNOWN OR NOT STATED,MOROCCO,MOROCCO,11/06/2019 00:00,C
4594,Food-Spice,Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,MOROCCO,MOROCCO,11/06/2019 00:00,C
4595,Food-Spice,Cardamom Powder,Lead,0.68,ppm,UNKNOWN OR NOT STATED,MOROCCO,MOROCCO,11/06/2019 00:00,C
4596,Food-Spice,Corriander Powder,Lead,0.42,ppm,UNKNOWN OR NOT STATED,MOROCCO,MOROCCO,11/06/2019 00:00,C
4597,Food-Spice,Ginger powder,Lead,0.32,ppm,UNKNOWN OR NOT STATED,MOROCCO,MOROCCO,11/06/2019 00:00,C
4598,Food Other,Extra-Fin Gunpowder,Lead,1.6,ppm,UNKNOWN OR NOT STATED,MOROCCO,MOROCCO,11/06/2019 00:00,C
4599,Food Other,Extra-fin Chunmee,Lead,0.71,ppm,UNKNOWN OR NOT STATED,MOROCCO,MOROCCO,11/06/2019 00:00,C
4600,Food-Spice,Curry Powder,Lead,0.26,ppm,UNKNOWN OR NOT STATED,GUYANA,GUYANA,11/07/2019 00:00,C
4601,Food-Spice,Mixed Masala Powder,Lead,1.4,ppm,UNKNOWN OR NOT STATED,GUYANA,GUYANA,11/07/2019 00:00,C
4602,Food-Spice,Jeera Powder,Lead,0.42,ppm,UNKNOWN OR NOT STATED,GUYANA,GUYANA,11/07/2019 00:00,C
4603,Food Other,Instant Chocolate,Lead,-1,ppm,Lasco,JAMAICA,JAMAICA,11/09/2019 00:00,C
4604,Food-Spice,Maggi Masla Spicy Tastemaker,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,BANGLADESH,11/13/2019 12:00:00 AM,C
4605,Food-Spice,Curry Powder,Lead,0.7,ppm,Badia Jamaican style Curry powder,UNITED STATES,UNITED STATES,11/13/2019 12:00:00 AM,C
