ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,PURCHASE COUNTRY,COLLECTION_DATE,INVESTIGATION TYPE
1773,Toys/Children's Products,Crayon,Lead,-1,ppm,Bazic,UNITED STATES,UNITED STATES,08/23/2016 12:00:00 AM,C
1774,Food-Spice,Black Pepper,Lead,0.35,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,08/23/2016 12:00:00 AM,C
1775,Food-Spice,Mix Masala,Lead,0.68,ppm,UNKNOWN OR NOT STATED,PAKISTAN,PAKISTAN,08/23/2016 12:00:00 AM,C
1776,Food-Candy,Masti,Lead,-1,ppm,UNKNOWN OR NOT STATED,ECUADOR,ECUADOR,08/24/2016 12:00:00 AM,C
1777,Cosmetics,Wooden eye liner/lip liner,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,08/27/2016 12:00:00 AM,C
1778,Toys/Children's Products,PLASTIC BOTTLE,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,08/30/2016 12:00:00 AM,C
1779,Jewelry,Baby teething Amulet,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,UNITED STATES,08/31/2016 12:00:00 AM,C
1780,Dietary Supplement/Medications/Remedy,Russian Medicine,Lead,-1,ppm,UNKNOWN OR NOT STATED,RUSSIAN FEDERATION,RUSSIAN FEDERATION,09/02/2016 00:00,C
1781,Food Other,Pomawka chamomilla tea,Lead,-1,ppm,Herbes,RUSSIAN FEDERATION,UNITED STATES,09/02/2016 00:00,C
1782,Food-Spice,All purpose seasoning,Lead,-1,ppm,PODRAVKA d.d.,CROATIA (local name: Hrvatska),UNITED STATES,09/02/2016 00:00,C
1783,Food-Spice,Homemade parika mix for shishkebab,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/02/2016 00:00,C
1784,Food-Spice,Rising agent,Lead,-1,ppm,APNKON,RUSSIAN FEDERATION,UNITED STATES,09/02/2016 00:00,C
1785,Food-Spice,Anise powder,Lead,0.94,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/02/2016 00:00,C
1786,Food-Spice,Ground turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,JORDAN,UNITED STATES,09/02/2016 00:00,C
1787,Food-Spice,Meat seasoning,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/02/2016 00:00,C
1788,Toys/Children's Products,Sidewalk chalk,Lead,2.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,09/08/2016 00:00,C
1789,Food-Spice,Oregano,Lead,0.42,ppm,UNKNOWN OR NOT STATED,POLAND,POLAND,09/10/2016 00:00,C
1790,Food-Spice,Black Pepper,Lead,0.25,ppm,UNKNOWN OR NOT STATED,POLAND,POLAND,09/10/2016 00:00,C
1791,Food-Spice,Tea cake,Lead,12,ppm,UNKNOWN OR NOT STATED,CHINA,CHINA,09/14/2016 12:00:00 AM,C
1792,Toys/Children's Products,Tinker toy,Lead,5.9,ppm,UNKNOWN OR NOT STATED,UNITED STATES,UNITED STATES,09/15/2016 12:00:00 AM,C
1793,Toys/Children's Products,Toy Train,Lead,17,ppm,Brio,SWEDEN,UNITED STATES,09/15/2016 12:00:00 AM,C
1794,Dietary Supplement/Medications/Remedy,Iron Supplement,Lead,-1,ppm,UNKNOWN OR NOT STATED,PAKISTAN,UNITED STATES,09/15/2016 12:00:00 AM,C
1795,Food Other,Araw,Lead,-1,ppm,UNKNOWN OR NOT STATED,SENEGAL,UNITED STATES,09/17/2016 12:00:00 AM,C
1796,Food Other,China Green Tea,Lead,1.3,ppm,UNKNOWN OR NOT STATED,CHINA,UNITED STATES,09/17/2016 12:00:00 AM,C
1797,Food Other,Peak powder milk,Lead,-1,ppm,UNKNOWN OR NOT STATED,NETHERLANDS,UNITED STATES,09/17/2016 12:00:00 AM,C
1798,Food Other,Jumbo Bouillon,Lead,0.29,ppm,UNKNOWN OR NOT STATED,SPAIN,UNITED STATES,09/17/2016 12:00:00 AM,C
1799,Food Other,Palm oil,Lead,-1,ppm,UNKNOWN OR NOT STATED,SENEGAL,UNITED STATES,09/17/2016 12:00:00 AM,C
1800,Food-Spice,Seasoning powder [No Name],Lead,0.35,ppm,UNKNOWN OR NOT STATED,BANGLADESH,BANGLADESH,09/19/2016 12:00:00 AM,C
1801,Food-Spice,Saffron,Lead,14,ppm,UNKNOWN OR NOT STATED,GEORGIA,UNITED STATES,09/22/2016 12:00:00 AM,S
1802,Food-Spice,Saffron,Lead,14,ppm,UNKNOWN OR NOT STATED,GEORGIA,UNITED STATES,09/22/2016 12:00:00 AM,S
1803,Food-Spice,Saffron,Lead,21,ppm,UNKNOWN OR NOT STATED,GEORGIA,UNITED STATES,09/22/2016 12:00:00 AM,S
1804,Food-Spice,Saffron,Lead,21,ppm,UNKNOWN OR NOT STATED,GEORGIA,UNITED STATES,09/22/2016 12:00:00 AM,S
1805,Food-Spice,ZRA 3PA,Lead,0.25,ppm,Mtskheta Food Company Ltd.,GEORGIA,UNITED STATES,09/22/2016 12:00:00 AM,S
1806,Food-Spice,Ground Turmeric (Curcuma Molida),Lead,0.58,ppm,NAC Foods/N.A.C Corp.,UNKNOWN OR NOT STATED,UNITED STATES,09/22/2016 12:00:00 AM,S
1807,Food-Spice,Indian curry powder,Lead,0.33,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,JAMAICA,09/23/2016 12:00:00 AM,C
1808,Food-Spice,Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,10/07/2016 00:00,S
1809,Food-Spice,Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/07/2016 00:00,S
1810,Cosmetics,Olivia Creme Bleach,Mercury,-1,ppm,Maskatiya Industries (Pvt.) Ltd.,PAKISTAN,UNITED STATES,10/07/2016 00:00,S
1811,Religious powder,Kanaiya Sindoor/Pooja Powder,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,10/07/2016 00:00,S
1812,Religious powder,Kanaiya Sindoor/Pooja Powder,Lead,1.2,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,10/07/2016 00:00,S
1813,Religious powder,Kanaiya Sindoor/Pooja Powder,Mercury,-1,ppm,UNKNOWN OR NOT STATED,INDIA,UNITED STATES,10/07/2016 00:00,S
1814,Dietary Supplement/Medications/Remedy,Jarabe Sancochito,Arsenic,-1,ppm,Laboratorios Dr. Collado S.A.,DOMINICAN REPUBLIC,UNITED STATES,10/07/2016 00:00,S
1815,Dietary Supplement/Medications/Remedy,Jarabe Sancochito,Lead,-1,ppm,Laboratorios Dr. Collado S.A.,DOMINICAN REPUBLIC,UNITED STATES,10/07/2016 00:00,S
1816,Dietary Supplement/Medications/Remedy,Jarabe Sancochito,Mercury,-1,ppm,Laboratorios Dr. Collado S.A.,DOMINICAN REPUBLIC,UNITED STATES,10/07/2016 00:00,S
1817,Cosmetics,Dermaline Soap with Aloe Vera,Mercury,-1,ppm,Laboratorios Contifarma S.A.,DOMINICAN REPUBLIC,UNITED STATES,10/07/2016 00:00,S
1818,Cosmetics,Perlop Concha Nacar Brightening Mask,Mercury,-1,ppm,"Perlop Cosmetics, Inc.",UNITED STATES,UNITED STATES,10/07/2016 00:00,S
1819,Cosmetics,Bambino Castile Soap,Mercury,0.053,ppm,Laboratorios Roldan,DOMINICAN REPUBLIC,UNITED STATES,10/07/2016 00:00,S
1820,Cosmetics,Santa (Antisept and Germicide) Soap,Mercury,-1,ppm,"Laboritarios Contifarma, S.A.",DOMINICAN REPUBLIC,UNITED STATES,10/07/2016 00:00,S
1821,Cosmetics,Grisi Mother of Pearl Concha Nacar Lightening Face Cream,Mercury,-1,ppm,"Laboratorios Grisi, GRISI HNOS., S.A. de C.V.",MEXICO,UNITED STATES,10/07/2016 00:00,S
1822,Food-Spice,Chilli Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,10/07/2016 00:00,S
1823,Cosmetics,Fem Fairness Naturals Saffron Creme Bleach,Mercury,-1,ppm,"M.G. Shahani & Co (Delhi) Ltd.,",INDIA,UNITED STATES,10/07/2016 00:00,S
1824,Toys/Children's Products,World grand prix,Lead,180,ppm,UNKNOWN OR NOT STATED,UNITED STATES,UNITED STATES,10/13/2016 12:00:00 AM,C
1825,Toys/Children's Products,Dinoco toy car,Lead,-1,ppm,matel,CHINA,UNITED STATES,10/13/2016 12:00:00 AM,C
1826,Cosmetics,Nail polish,Lead,-1,ppm,Anastassia Sfeir,MEXICO,UNITED STATES,10/21/2016 12:00:00 AM,C
1827,Food Other,Homemade Sour Plum Sauce,Lead,-1,ppm,UNKNOWN OR NOT STATED,GEORGIA,GEORGIA,10/26/2016 12:00:00 AM,C
1828,Food Other,Homemade Tomato Sauce,Lead,2.3,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,GEORGIA,10/26/2016 12:00:00 AM,C
1829,Cosmetics,Shimer Strips/Kohl Kajal surma eyeliner,Arsenic,-1,ppm,Physician's Formula Inc.,UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1830,Cosmetics,Shimer Strips/Kohl Kajal surma eyeliner,Lead,3.2,ppm,Physician's Formula Inc.,UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1831,Cosmetics,Shimer Strips/Kohl Kajal surma eyeliner,Mercury,-1,ppm,Physician's Formula Inc.,UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1832,Cosmetics,Lip gloss,Arsenic,-1,ppm,Burt's Bees Inc.,UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1833,Cosmetics,Lip gloss,Lead,1,ppm,Burt's Bees Inc.,UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1834,Cosmetics,Lip gloss,Mercury,-1,ppm,Burt's Bees Inc.,UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1835,Cosmetics,Black Eyeliner Powder,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,SAUDI ARABIA,11/03/2016 00:00,A
1836,Cosmetics,Black Eyeliner Powder,Lead,930000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,SAUDI ARABIA,11/03/2016 00:00,A
1837,Cosmetics,Black Eyeliner Powder,Mercury,0.29,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,SAUDI ARABIA,11/03/2016 00:00,A
1838,Dietary Supplement/Medications/Remedy,B-100 Complex,Arsenic,-1,ppm,T. P Drug Laboratories (1969) Co. Ltd.,THAILAND,UNKNOWN OR NOT STATED,11/03/2016 00:00,A
1839,Dietary Supplement/Medications/Remedy,B-100 Complex,Lead,-1,ppm,T. P Drug Laboratories (1969) Co. Ltd.,THAILAND,UNKNOWN OR NOT STATED,11/03/2016 00:00,A
1840,Dietary Supplement/Medications/Remedy,B-100 Complex,Mercury,-1,ppm,T. P Drug Laboratories (1969) Co. Ltd.,THAILAND,UNKNOWN OR NOT STATED,11/03/2016 00:00,A
1841,Dietary Supplement/Medications/Remedy,Vitamin B-12 Cyanocobalamin Injection,Arsenic,-1,ppm,American Regent Inc.,UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1842,Dietary Supplement/Medications/Remedy,Vitamin B-12 Cyanocobalamin Injection,Lead,-1,ppm,American Regent Inc.,UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1843,Dietary Supplement/Medications/Remedy,Vitamin B-12 Cyanocobalamin Injection,Mercury,-1,ppm,American Regent Inc.,UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1844,Dietary Supplement/Medications/Remedy,Fo-Ti Root Herbal Extract,Arsenic,-1,ppm,Hawaii Pharm LLC,UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1845,Dietary Supplement/Medications/Remedy,Fo-Ti Root Herbal Extract,Lead,-1,ppm,Hawaii Pharm LLC,UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1846,Dietary Supplement/Medications/Remedy,Fo-Ti Root Herbal Extract,Mercury,-1,ppm,Hawaii Pharm LLC,UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1847,Food Other,Xylitol Sugar,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,11/03/2016 00:00,A
1848,Food Other,Xylitol Sugar,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,11/03/2016 00:00,A
1849,Food Other,Xylitol Sugar,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,UNITED STATES,11/03/2016 00:00,A
1850,Dietary Supplement/Medications/Remedy,Chinese Bitters,Arsenic,-1,ppm,"Shen Clinic, LLC",UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1851,Dietary Supplement/Medications/Remedy,Chinese Bitters,Lead,1.3,ppm,"Shen Clinic, LLC",UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1852,Dietary Supplement/Medications/Remedy,Chinese Bitters,Mercury,-1,ppm,"Shen Clinic, LLC",UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1853,Dietary Supplement/Medications/Remedy,Zinc Caps,Arsenic,-1,ppm,"Quality Supplements and Vitamins, Inc.",UNITED STATES,UNITED STATES,11/03/2016 00:00,A
1854,Dietary Supplement/Medications/Remedy,Zinc Caps,Lead,-1,ppm,"Quality Supplements and Vitamins, Inc.",UNITED STATES,UNITED STATES,11/03/2016 00:00,A
